Battery Capacity (kWh),Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_BMW i3,Vehicle Model_Chevy Bolt,Vehicle Model_Hyundai Kona,Vehicle Model_Nissan Leaf,Vehicle Model_Tesla Model 3,Charging Station Location_Chicago,Charging Station Location_Houston,Charging Station Location_Los Angeles,Charging Station Location_New York,Charging Station Location_San Francisco,Time of Day_Afternoon,Time of Day_Evening,Time of Day_Morning,Time of Day_Night,Day of Week_Friday,Day of Week_Monday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Charger Type_DC Fast Charger,Charger Type_Level 1,Charger Type_Level 2,User Type_Casual Driver,User Type_Commuter,User Type_Long-Distance Traveler
100.0,2024-01-25,2024-01-25,46.3,2.15,10.6,13.9,72.23,84.04,89.6,9.89,6.82,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
75.0,2024-01-25,2024-01-25,37.11,2.94,20.08,20.35,33.3,58.82,32.18,15.65,1.9,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
62.0,2024-01-25,2024-01-25,71.98,1.06,23.65,32.02,63.1,64.0,103.92,21.53,5.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
85.0,2024-01-25,2024-01-25,42.69,3.74,22.13,31.0,45.03,62.32,254.54,-4.04,4.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
50.0,2024-01-25,2024-01-25,45.13,2.02,25.6,10.68,51.05,75.88,193.91,2.87,3.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
85.0,2024-01-25,2024-01-25,23.92,2.15,25.8,6.98,86.84,89.25,11.97,22.17,4.42,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
85.0,2024-01-25,2024-01-25,40.63,2.75,25.77,9.17,31.28,70.9,250.28,17.41,4.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
62.0,2024-01-25,2024-01-25,75.41,3.15,17.73,9.08,32.03,101.61,93.79,12.46,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
62.0,2024-01-25,2024-01-25,42.69,3.31,18.87,31.58,47.88,66.78,55.86,10.72,7.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
75.0,2024-01-25,2024-01-25,36.49,0.7,5.95,23.36,64.23,76.17,241.98,36.05,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
85.0,2024-01-25,2024-01-25,67.56,2.81,8.97,37.67,69.31,96.94,145.67,35.82,7.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
75.0,2024-01-25,2024-01-25,52.57,3.27,4.71,12.33,89.1,82.22,165.45,16.54,5.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
85.0,2024-01-25,2024-01-25,28.28,2.69,13.23,24.96,62.57,88.36,190.68,12.39,0.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
62.0,2024-01-25,2024-01-25,28.87,1.15,32.83,46.06,81.27,95.97,210.28,30.9,4.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
85.0,2024-01-26,2024-01-26,13.12,3.54,25.6,25.8,5.07,77.78,213.72,32.05,0.52,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
50.0,2024-01-26,2024-01-26,21.42,0.73,9.19,28.07,86.49,52.98,74.38,12.04,7.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
100.0,2024-01-26,2024-01-26,45.12,3.95,4.27,7.07,13.58,76.37,162.81,-3.86,0.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
62.0,2024-01-26,2024-01-26,26.29,1.78,3.59,33.69,40.48,69.67,177.81,32.06,2.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
75.0,2024-01-26,2024-01-26,51.64,0.78,14.61,13.48,32.41,78.64,277.73,31.3,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
85.0,2024-01-26,2024-01-26,44.82,1.04,12.55,32.94,66.4,88.7,174.93,-6.16,1.66,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50.0,2024-01-26,2024-01-26,19.36,2.54,29.63,35.26,47.23,83.91,107.75,0.37,7.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
75.0,2024-01-26,2024-01-26,55.4,2.25,31.55,12.86,12.98,61.22,163.25,29.72,6.0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
50.0,2024-01-26,2024-01-26,22.02,1.27,41.2,35.94,23.67,74.9,236.57,11.54,0.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
75.0,2024-01-26,2024-01-26,67.38,0.8,2.64,25.82,12.05,86.49,233.88,5.89,2.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
75.0,2024-01-26,2024-01-26,68.24,2.71,8.99,39.69,30.23,80.04,245.31,11.71,7.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
62.0,2024-01-26,2024-01-26,67.13,1.23,27.96,32.7,23.51,76.15,7.62,8.09,4.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
75.0,2024-01-26,2024-01-26,42.92,3.17,13.1,22.07,34.83,97.25,129.4,6.36,5.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
50.0,2024-01-26,2024-01-26,42.69,0.89,15.34,22.67,63.51,89.39,96.03,28.42,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
62.0,2024-01-26,2024-01-26,35.33,1.47,44.67,25.36,51.42,73.34,128.32,29.21,3.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
62.0,2024-01-26,2024-01-26,74.51,1.59,7.99,29.6,70.43,95.66,298.3,36.38,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
50.0,2024-01-26,2024-01-26,42.69,1.01,37.57,17.34,43.71,73.82,73.81,35.31,6.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
85.0,2024-01-26,2024-01-26,49.74,2.02,32.87,19.58,85.73,52.83,272.19,7.81,6.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
12.653970752827462,2024-01-26,2024-01-26,23.52,1.84,42.38,0.67,74.93,96.9,162.19,13.68,5.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
100.0,2024-01-26,2024-01-26,44.95,1.59,34.04,26.38,66.85,61.31,232.24,22.59,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
121.21,2024-01-26,2024-01-26,66.71,1.9,6.51,32.29,56.72,83.65,166.62,32.85,7.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
62.0,2024-01-26,2024-01-26,44.06,2.71,12.64,5.45,74.68,73.06,10.9,3.8,3.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
100.0,2024-01-26,2024-01-26,14.03,2.28,30.77,10.79,87.72,85.39,274.27,9.34,7.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
85.0,2024-01-26,2024-01-27,21.76,2.01,20.32,23.21,64.88,59.02,204.08,20.68,7.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
50.0,2024-01-27,2024-01-27,16.55,5.45254316916102,36.75,30.02,69.43,52.06,299.26,-1.64,0.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
65.24,2024-01-27,2024-01-27,15.47,0.79,8.61,15.06,46.07,58.59,152.26,12.6,5.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
50.0,2024-01-27,2024-01-27,43.51,1.18,26.14,6.62,17.37,95.17,141.17,21.08,3.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
75.0,2024-01-27,2024-01-27,38.6,1.37,26.56,45.04,37.93,75.1,298.32,6.16,6.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
62.0,2024-01-27,2024-01-27,45.08,2.4,25.6,6.56,40.17,94.6,250.42,7.34,5.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
85.0,2024-01-27,2024-01-27,58.77,2.75,12.8,22.04,70.88,72.25,87.25,4.7,6.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
62.0,2024-01-27,2024-01-27,65.54,1.97,5.21,32.85,45.97,51.33,166.16,8.9,6.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
62.0,2024-01-27,2024-01-27,79.21,2.6,20.61,22.48,37.5,96.68,152.26,-1.2,4.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
62.0,2024-01-27,2024-01-27,62.92,1.11,37.24,38.97,39.36,50.6,268.55,21.52,4.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
35.04,2024-01-27,2024-01-27,18.4,2.07,5.9,28.02,36.51,85.77,160.42,15.83,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
62.0,2024-01-27,2024-01-27,47.49,3.41,44.87,6.15,62.16,63.08,46.77,-5.25,7.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
85.0,2024-01-27,2024-01-27,21.47,3.12,47.19,26.87,53.35,86.03,281.26,16.6,4.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
75.0,2024-01-27,2024-01-27,21.87,3.38,29.88,40.43,43.84,61.37,229.7,35.01,2.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
75.0,2024-01-27,2024-01-27,78.24,2.78,10.33,10.55,76.1,59.31,66.64,30.19,2.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
62.0,2024-01-27,2024-01-27,79.75,3.43,25.6,12.67,19.73,69.33,187.46,29.39,3.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
85.0,2024-01-27,2024-01-27,66.9,2.77,39.32,17.09,22.59,75.4,227.43,-4.07,6.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
62.0,2024-01-27,2024-01-27,68.07,1.32,34.4,29.47,62.06,82.69,135.73,-4.99,1.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
50.0,2024-01-27,2024-01-27,40.05,1.04,26.33,36.05,21.78,92.33,114.76,30.29,2.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
85.0,2024-01-27,2024-01-27,77.68,2.88,36.88,31.19,18.75,92.78,169.2,16.72,5.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
62.0,2024-01-27,2024-01-27,38.36,1.3,38.34,10.23,72.51,86.3,281.03,5.5,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
75.0,2024-01-27,2024-01-27,6.34,0.94,4.32,12.55,44.29,55.52,170.92,26.71,4.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
100.0,2024-01-27,2024-01-27,6.98,2.89,35.79,23.12,23.83,78.78,76.95,27.36,6.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
62.0,2024-01-27,2024-01-28,30.55,3.75,31.23,28.46,59.66,75.65,121.46,29.5,7.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
50.0,2024-01-27,2024-01-28,62.42,2.5,29.91,8.08,119.05,50.38,263.5,23.67,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
25.57,2024-01-28,2024-01-28,34.79,3.41,11.92,19.59,12.13,76.19,152.26,33.37,1.0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
41.66,2024-01-28,2024-01-28,58.46,1.02,25.6,37.03,30.1,76.86,73.79,20.69,7.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
100.0,2024-01-28,2024-01-28,50.16,3.63,41.57,14.25,54.06,50.36,246.84,6.78,7.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
100.0,2024-01-28,2024-01-28,76.07,3.72,5.49,8.83,15.22,83.98,233.27,10.68,1.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
75.0,2024-01-28,2024-01-28,51.22,1.85,18.28,35.14,89.53,56.6,54.84,14.46,5.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
85.0,2024-01-28,2024-01-28,39.68,3.94,5.85,23.86,89.27,83.82,106.71,-1.36,1.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
50.0,2024-01-28,2024-01-28,68.27,1.53,15.06,8.01,72.33,63.8,205.71,11.87,3.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
62.0,2024-01-28,2024-01-28,30.55,2.83,8.83,38.44,44.7,95.15,135.04,29.81,7.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
75.0,2024-01-28,2024-01-28,44.76,3.49,19.4,5.78,28.44,98.27,293.21,3.86,5.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
75.0,2024-01-28,2024-01-28,59.16,2.87,19.1,20.11,14.43,54.77,276.61,34.33,3.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
100.0,2024-01-28,2024-01-28,57.15,2.57,5.96,13.63,82.43,93.34,245.05,38.02,7.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
75.0,2024-01-28,2024-01-28,42.69,2.07,38.69,38.3,48.45,82.51,39.05,2.06,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
75.0,2024-01-28,2024-01-28,23.84,2.85,12.33,36.24,63.2,73.81,192.32,29.03,2.83,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
47.65,2024-01-28,2024-01-28,29.35,2.56,30.32,13.51,72.6,23.89999185236553,95.27,36.69,1.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
85.0,2024-01-28,2024-01-28,47.06,2.45,10.41,31.58,63.14,92.64,152.06,-7.16,6.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
75.0,2024-01-28,2024-01-28,27.17,3.32,23.82,9.89,46.82,79.21,163.13,4.16,4.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
50.0,2024-01-28,2024-01-28,48.94,3.79,31.17,10.16,75.81,89.15,112.73,31.51,4.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50.0,2024-01-28,2024-01-28,19.15,2.8,35.45,7.52,56.82,55.05,153.05,24.15,1.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
75.0,2024-01-28,2024-01-28,58.2,1.76,6.51,38.3,25.84,83.12,221.21,19.9,5.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
62.0,2024-01-28,2024-01-28,65.2,2.95,22.57,9.02,13.91,77.58,214.92,15.03,7.2,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
12.653970752827462,2024-01-28,2024-01-28,51.14,1.78,21.12,34.74,58.19,69.16,290.77,18.39,2.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
50.0,2024-01-28,2024-01-28,69.72,3.78,10.06,37.12,20.43,79.52,205.77,-4.48,4.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
85.0,2024-01-28,2024-01-29,41.98,3.2,49.31,19.56,11.42,88.5,260.49,8.22,5.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
50.0,2024-01-28,2024-01-28,69.42,1.94,9.89,10.83,29.13,99.89,74.04,37.27,5.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
50.0,2024-01-29,2024-01-29,78.98,2.9,37.48,32.76,30.86,89.89,222.76,9.57,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
85.0,2024-01-29,2024-01-29,8.53,2.93,9.81,17.86,40.4,66.03,99.23,39.93,1.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
96.99,2024-01-29,2024-01-29,54.86,1.74,38.7,18.79,16.5,126.38347784460416,225.64,-7.67,0.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
105.55,2024-01-29,2024-01-29,48.5,3.26,43.61,13.98,28.21,64.31,94.94,23.89,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
62.0,2024-01-29,2024-01-29,52.53,0.75,40.99,17.65,29.72,63.9,62.2,36.52,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
75.0,2024-01-29,2024-01-29,45.47,2.96,48.01,7.39,56.83,89.62,289.79,26.5,6.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
50.0,2024-01-29,2024-01-29,34.68,1.5,41.81,36.03,79.03,54.0,218.29,37.35,6.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
50.0,2024-01-29,2024-01-29,5.36,3.0,18.32,13.65,79.19,69.74,152.26,27.78,4.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
100.0,2024-01-29,2024-01-29,27.28,1.0,24.48,12.45,54.57,74.29,130.79,-3.34,0.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
75.0,2024-01-29,2024-01-29,11.51,2.46,3.8,31.19,18.89,82.47,234.88,-4.09,3.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
62.0,2024-01-29,2024-01-29,9.45,1.47,40.52,17.59,75.62,93.74,115.38,-4.81,2.9,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
85.0,2024-01-29,2024-01-29,53.1,1.86,12.62,40.32,33.66,52.83,74.38,14.12,6.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
75.0,2024-01-29,2024-01-29,28.79,3.19,33.37,11.34,40.83,61.65,125.83,1.31,0.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
75.0,2024-01-29,2024-01-29,51.21,1.29,9.98,24.58,67.39,59.76,178.12,12.32,5.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
101.1,2024-01-29,2024-01-29,7.28,2.69,21.06,34.65,12.88,72.45,66.8,26.95,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
83.14,2024-01-29,2024-01-29,42.69,3.14,49.23,38.38,68.85,86.41,109.39,34.41,4.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
100.0,2024-01-29,2024-01-29,74.35,2.23,18.03,31.42,78.78,62.0,144.44,-8.06,1.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
50.0,2024-01-29,2024-01-29,79.96,2.97,9.81,13.15,20.76,98.43,278.48,4.75,2.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
100.0,2024-01-29,2024-01-29,57.23,1.39,30.94,5.66,22.44,63.15,36.0,0.83,4.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
62.0,2024-01-29,2024-01-29,39.22,3.07,25.6,11.95,14.13,66.71,252.93,36.2,3.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
100.0,2024-01-29,2024-01-29,10.42,1.23,18.9,8.94,54.98,59.78,143.56,21.29,2.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
85.0,2024-01-29,2024-01-29,47.2,1.55,23.43,9.99,74.88,94.07,278.93,28.42,7.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
75.0,2024-01-29,2024-01-30,64.45,4.0,21.47,31.67,46.22,89.44,231.19,18.97,1.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
85.0,2024-01-29,2024-01-30,37.85,2.26,2.83,8.33,55.25,101.7,173.23,24.38,4.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
61.38,2024-01-30,2024-01-30,42.69,2.5,41.13,8.82,36.35,78.66,200.39,38.24,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
62.0,2024-01-30,2024-01-30,79.26,0.62,27.65,27.61,80.47,81.06,108.96,17.2,7.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
100.0,2024-01-30,2024-01-30,38.62,2.53,43.01,10.4,70.99,55.5,283.14,34.32,2.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
62.0,2024-01-30,2024-01-30,24.4,1.48,31.12,24.13,65.98,51.25,32.04,23.59,0.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
75.0,2024-01-30,2024-01-30,26.18,3.81,25.86,26.6,66.54,81.33,243.87,-5.32,1.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
75.0,2024-01-30,2024-01-30,42.69,2.85,45.46,22.85,46.28,58.48,151.87,31.55,5.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
62.0,2024-01-30,2024-01-30,28.68,3.25,16.49,30.52,13.89,81.57,248.02,2.88,6.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
62.0,2024-01-30,2024-01-30,34.73,2.96,24.02,25.48,80.99,94.76,264.73,-5.83,6.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
100.0,2024-01-30,2024-01-30,56.66,0.61,21.07,12.85,84.62,89.0,151.97,17.37,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
50.0,2024-01-30,2024-01-30,5.58,2.83,35.82,35.01,68.6,95.59,125.26,16.51,3.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
85.0,2024-01-30,2024-01-30,9.67,1.62,37.51,16.72,48.39,71.21,145.13,-1.95,3.61,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
136.41540803505134,2024-01-30,2024-01-30,42.74,1.18,40.21,14.26,19.56,67.8,119.49,-4.17,4.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
75.0,2024-01-30,2024-01-30,58.28,2.28,32.98,31.95,34.46,84.49,205.4,26.13,5.49,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
50.0,2024-01-30,2024-01-30,47.89,4.23,26.43,13.43,82.18,83.01,235.9,36.41,5.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
