Battery Capacity (kWh),Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_bmw i3,Vehicle Model_chevy bolt,Vehicle Model_hyundai kona,Vehicle Model_nissan leaf,Vehicle Model_tesla model 3,Charging Station Location_chicago,Charging Station Location_houston,Charging Station Location_los angeles,Charging Station Location_new york,Charging Station Location_san francisco,Time of Day_afternoon,Time of Day_evening,Time of Day_morning,Time of Day_night,Day of Week_friday,Day of Week_monday,Day of Week_saturday,Day of Week_sunday,Day of Week_thursday,Day of Week_tuesday,Day of Week_wednesday,Charger Type_dc fast charger,Charger Type_level 1,Charger Type_level 2,User Type_casual driver,User Type_commuter,User Type_long-distance traveler
100.0,64.30797977990255,2.4726580495940502,33.308467799457084,14.195130618911412,42.861075191260454,96.5701974188098,232.1110226457514,-7.676627701888041,6.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
75.0,4.288320356345183,2.459856158969858,38.84166727900306,41.86809852834974,16.673947376892286,66.46589651251593,107.39690671379375,-8.963939146552088,5.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
85.0,56.72762317734674,2.014009927511727,11.926340207761143,19.14476388897923,37.882243061092254,62.637588623060246,288.1981960891153,10.570690120918144,6.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
75.0,44.90995546867643,0.8939407757793052,16.749235956917815,32.16053904074153,32.675379156299975,97.14443980282022,14.12651758215478,27.186087399037447,6.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
85.0,13.876557599494063,2.1645209340146323,46.7592714538903,9.886443112353827,68.86492830529428,76.92841522505879,192.98821300367177,37.25231990107531,7.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
62.0,39.37124122897048,1.4113755476385768,26.037607462215725,27.082467627446135,85.47480341845245,86.87267358090577,79.7557017327573,27.347052433166567,5.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
46.669530887471986,11.75852247006084,3.0422495619992893,34.72004456356924,13.288627008242782,14.287268227331143,70.94854751913894,272.88033984390114,-5.123045320963795,3.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
100.0,49.8977884122396,2.4015061649972056,44.04748117928701,37.87326034672791,56.776136362878844,72.15227538457333,233.24300716478712,18.00827452726469,2.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
85.0,64.60983161155823,1.2268943338915914,3.991359551432321,37.08082728686741,21.98287036518241,72.93984362354989,116.17711903418054,17.109240531180074,4.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
50.0,12.594888574055725,3.4204799604552063,13.286811651784502,25.13861353191121,70.24667677385645,87.17180458888146,67.62131034729012,34.24765263754184,2.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
75.0,65.5974266945568,1.0268928464258762,5.587311138334597,2.3480751234581474,17.66957397665747,86.32257217342182,152.25986699080715,-9.26753257022055,1.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
50.0,8.11244782892836,1.6524584369903064,37.291553914580305,32.128759997708954,28.369004521577175,94.75699375152328,286.34281820301436,-8.483436369308658,1.9578939066077323,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
85.0,48.9611152601949,2.967570122040841,28.59951519129401,12.3264901469482,68.68646311087505,85.61471937832445,122.7506886568816,6.6590121495565455,4.0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
62.0,34.38288065090023,2.52093306902836,6.558201297307768,22.876376599421903,51.16789790994329,88.32990473257357,108.5921418798638,-9.825102181584937,7.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
50.0,52.55689588098792,1.0389579659710988,37.50238773927163,26.92281538480217,71.54644710597078,74.06468014896535,49.571173995345305,31.52877610316707,1.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
62.0,37.23027566973339,1.3158292480171974,4.302635825621664,24.62547643674416,66.89443080638873,90.57226050462458,207.1659351930572,9.714810900062302,6.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
62.0,54.78487940320012,1.835515716682636,25.603799331857445,30.792272179903335,64.23263517878756,61.686776590427314,204.7097989049075,26.548942168481005,4.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
75.0,37.42669941100735,2.3535244577998764,16.98014038038876,5.466831569207942,94.43594757344395,90.53708519645944,136.9591350117216,15.356177546750448,6.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
85.0,28.079314202327826,0.851949340305673,25.576110372241647,11.336121483160047,25.388197818588495,91.34610764842,145.7988862804015,27.956887340129533,5.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
62.0,79.78776885692933,1.446464436407853,25.603799331857445,15.676626990703951,79.81742730365542,74.12982191395835,286.57276713345254,1.1453232141019924,4.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
85.0,75.62248861139022,1.7472795766236338,16.791473726872688,30.054618552317088,72.63725302405064,68.33086515542429,214.7186173410383,38.10561785008211,2.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
85.0,48.57848684629363,3.589270673368264,1.722296153828387,22.019481879682715,117.65623501960944,91.724539793526,41.579117385750905,28.4532827029553,1.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
50.0,60.63745352964948,1.7538457751294445,7.703067645420777,14.5889271231461,71.58529275501547,56.16768065895357,135.99532137096764,12.168906712780108,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
75.0,66.85109294209524,2.5875618711459563,20.271139390382576,38.77129432172354,24.351228207169505,61.21435182464796,297.8937853253713,35.225496991923336,4.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
62.0,32.34799932603372,3.9146817966881247,15.17023591981323,16.523471173362076,71.05173681313087,83.00801293723802,254.04364446976447,11.657679772471806,1.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
47.00766203532009,42.69140537961698,0.9480619802458295,3.581987960763606,19.074290704237576,22.4626438351493,51.02067253425647,27.575222465699976,8.72067919857059,4.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
15.421681476063268,67.70594563751288,3.9208613012288422,13.86051817161326,33.839919385545514,79.21151851502425,57.56582309080227,259.63121909317914,-2.733592900512196,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
91.28885270753447,8.383690895109462,2.0002674427255034,40.17788477379544,11.676242695172816,75.61769581932225,76.10522265059508,283.73065488496775,18.406878991218072,3.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
50.0,60.939817877399975,1.8124725073130636,18.879370175817385,30.0556045926098,81.441194681009,66.37170348590195,88.25561781096748,1.8954900233499377,3.898678748629223,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
100.0,42.69140537961698,0.5636985725286845,21.457692901555095,15.089082188488137,30.14072124145576,85.00767893682871,61.68334147225403,16.339936826956954,2.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
85.0,42.69140537961698,0.4218407426975067,13.140039305787475,19.95380604887038,49.35268117318938,81.13196763513056,55.83574755188287,23.17422825544807,5.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
85.0,7.603711413792093,0.8071934731868609,25.603799331857445,5.584713216904807,38.779269560201854,94.04383182424516,87.85555332964243,0.210771382575384,3.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
85.0,70.536636587169,2.4841473226113617,42.09577517242755,19.807062464081817,87.14823173121326,66.96786044167332,173.21217147947226,30.27475489833003,6.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
100.0,73.31591786048328,2.8969906771262055,23.97348713940437,18.38799785653042,18.39015106792008,80.42568669204886,86.38453002432225,17.738683088849037,1.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
50.0,62.86785794966232,2.923176577184032,15.490027606541537,10.010929748462123,33.809680164077925,61.33586728999249,112.92221694075552,1.901738829206813,4.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
100.0,14.355208491625932,1.7662988795206973,47.80486645935545,35.246592689419245,13.134702560900068,53.73066045094701,274.7990199525856,21.976294160897577,2.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
85.0,74.7896950755514,1.8798623119420803,21.10837172285618,10.342252696579552,16.30623976881609,69.88709284489468,260.0043740481551,32.745897574028064,3.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
75.0,41.980753234068054,1.7321354425638893,14.090858743837904,37.620635296365485,14.258182790042476,60.36416529245368,156.73213771865275,15.617520571994522,4.814970203016184,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
91.77553027947226,66.82312116249,2.985954969992374,11.89627327539795,22.68582477738005,76.65817666174327,84.90230211496663,108.85225690019809,36.04195930468979,5.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
50.0,47.18840893514874,3.3301281116830976,5.340049724227951,29.793613883827913,17.56487802139744,54.49094700636411,156.46392580325875,5.107230642442021,3.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
100.0,46.29599734888577,2.153857223588153,10.600401685765078,13.904868183459348,72.22602916274909,84.03560603066902,89.60070046131247,9.89320650990976,6.817970665440446,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
75.0,37.10851773104313,2.9383941173028547,20.080307716207404,20.3548115522384,33.299940358533576,58.815738709345766,32.17691631628233,15.648673640514597,1.8964453073205336,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
62.0,71.97510217973728,1.057536323648838,23.65002521190977,32.02073544910948,63.10375471060478,63.99918589403212,103.9155587984807,21.52620216393159,5.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
85.0,42.69140537961698,3.735995768903568,22.12840795657647,31.004562598908453,45.02676544775325,62.319256394629825,254.5440878406694,-4.040964038381835,4.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
50.0,45.134038075505366,2.0188481899147668,25.603799331857445,10.676358867519522,51.051321059781294,75.88273060916863,193.90712045321132,2.872382522475686,3.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
85.0,23.920921968262732,2.1458063544955026,25.796602896239076,6.984975882158874,86.84411862438084,89.24746094399288,11.97092257648914,22.170226466953117,4.415774008975135,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
85.0,40.63092350376829,2.7497394121507943,25.767194138166374,9.165930228007497,31.278431311471454,70.89589429940227,250.2821966735628,17.414579084848018,4.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
62.0,75.40700953728192,3.1544865399763964,17.72970871647675,9.081870690631083,32.02965792973367,101.60527923430952,93.79222804570132,12.45705780248593,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
62.0,42.69140537961698,3.3149838274676062,18.86581793926711,31.583421759595048,47.88191719759692,66.77787000210006,55.86446952920233,10.71632154134566,7.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
75.0,36.490277883670345,0.7047543150612254,5.949301763553466,23.36364120539393,64.22809474454678,76.17290419324496,241.98464368309695,36.04862346055762,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
85.0,67.56014288077881,2.8112366498993966,8.97054959336193,37.67046404159672,69.3146975661584,96.93664540216876,145.6653928623303,35.8188602256871,7.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
75.0,52.57470179430345,3.265989573804946,4.71158320497076,12.328853901074694,89.10032843307252,82.21819366749506,165.45403485947003,16.54458122590386,5.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
85.0,28.279857147188363,2.6937194091618064,13.226974760476542,24.9637246919867,62.57412042187828,88.35855052582593,190.6843550232037,12.38716532742395,0.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
62.0,28.86912479595657,1.1539207497704678,32.83003788863654,46.05917303279747,81.27280773777099,95.97179380144212,210.27725035738095,30.89722993782202,4.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
85.0,13.116998507416143,3.537873194776532,25.603799331857445,25.799548370977337,5.065719156270278,77.77587129654894,213.7233639633143,32.05495299019442,0.52409502806589,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
50.0,21.4227595329351,0.7348796153422308,9.18907742881566,28.072895576530428,86.49476539812044,52.98111185901106,74.38130924687583,12.043850042390211,7.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
100.0,45.11780647869832,3.9527047377539137,4.273735085390689,7.070463343804775,13.581959675481777,76.36656023654798,162.80604119894906,-3.858987596285049,0.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
62.0,26.29222408241131,1.778820810872269,3.593327631512293,33.69455231040068,40.476013818815545,69.66797732415742,177.81252667841642,32.06059184530071,2.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
75.0,51.636842344281185,0.7835521249094246,14.606984402944972,13.479666789464092,32.40961572811105,78.63615922559178,277.732606764294,31.302787524423408,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
85.0,44.81719081526413,1.0358587667958,12.546861495301147,32.94204561906906,66.40059792966022,88.70306595249613,174.92688876199773,-6.159650195104213,1.658013067443325,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50.0,19.362005744810176,2.536249341680839,29.626242800392035,35.25777162955957,47.22523795880807,83.91200043508005,107.74848344345337,0.3746593402422871,7.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
75.0,55.39579143864877,2.253027295813109,31.554096556735363,12.864307212312454,12.98057685502397,61.21899271402144,163.25017153036194,29.71628091352946,6.0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
50.0,22.016443610220865,1.2691575992195072,41.19625063945213,35.94010097989639,23.665610919342743,74.89872941823225,236.5735610243411,11.544380927607264,0.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
75.0,67.38186056016852,0.7992102307305,2.63696678953564,25.815182356749375,12.054790024376816,86.4902469957745,233.8834989699705,5.890056032833771,2.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
75.0,68.23834404896303,2.7104371990468517,8.991499198950546,39.68502240326799,30.228181598609112,80.04374460476306,245.31466887785396,11.712169604952358,7.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
62.0,67.13334039157891,1.2341548025396727,27.95671520137067,32.69770059193057,23.50594715611516,76.14600844871192,7.619894391103201,8.087592836673355,4.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
75.0,42.91893733882982,3.1653954182663813,13.104480594253658,22.071556691970493,34.83463935826441,97.25178675418088,129.4031901986671,6.362088419350972,5.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
50.0,42.69140537961698,0.8945285041654976,15.335022668945852,22.67342939573053,63.513114178742214,89.38804186609424,96.0300780971366,28.42298641328152,0.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
62.0,35.327332248586075,1.4716437603646677,44.67299945575187,25.36250422932223,51.41733330420172,73.33529424607988,128.32099334561258,29.212784494288904,3.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
62.0,74.51050318325304,1.589218757649078,7.994911673203704,29.59671412822717,70.43050310785254,95.65922813290568,298.29967593868054,36.383385462428805,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
50.0,42.69140537961698,1.0098888456527892,37.57241996661435,17.342541089785524,43.70577587099555,73.82277116126612,73.80774219139828,35.308299865666505,6.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
85.0,49.73870005239731,2.0155172553936804,32.868369584228795,19.584955491591103,85.7276473198578,52.82854414772641,272.1851200948879,7.812917020555137,6.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
12.653948904501569,23.52224181213657,1.8443738513652728,42.38027139821144,0.6713465052444556,74.93082559717652,96.89694699240272,162.18850148381796,13.67513571087282,5.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
100.0,44.95337165292389,1.5923756223747267,34.04003943718871,26.378650513303967,66.85003619045646,61.31395762559154,232.2448941320328,22.59449152426216,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
121.2118923533745,66.70523645325736,1.8952201719593704,6.513656892904606,32.285230726225045,56.71797218306136,83.6461815329856,166.62444388661453,32.84721980697499,7.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
62.0,44.062154790555624,2.714331888364399,12.637728429568222,5.449246048885791,74.68318533575786,73.06427881282285,10.898430607673127,3.802174549018837,3.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
100.0,14.0255330182289,2.276768301061686,30.77497307475196,10.79498940368394,87.71511040292735,85.38816818984216,274.27158785342897,9.344345738493068,7.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
85.0,21.76458667261335,2.0100101346312087,20.317417967928417,23.20977594440839,64.87936303535116,59.01954509147424,204.08251867131,20.678423517606525,7.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
50.0,16.554623964548597,5.45248786614729,36.74898063246032,30.017670245323252,69.43228823059195,52.06275801814783,299.26170846893746,-1.6386571488364885,0.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
65.23649825134287,15.474096088332848,0.7877986428506285,8.613364508124336,15.063206952124467,46.07069571420915,58.59052044642799,152.25986699080715,12.602687128795887,5.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
50.0,43.51234710063929,1.1812191146524962,26.13523981227178,6.619677868033717,17.369808651685883,95.17216451077678,141.16813211268564,21.078461325587387,3.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
75.0,38.5981394103895,1.369419618363992,26.562952201212457,45.044269358732905,37.92749853459692,75.10094365242409,298.319221457481,6.161191380180163,6.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
62.0,45.07891731764474,2.400914068190405,25.603799331857445,6.5566109443781215,40.17000798850017,94.603668586739,250.41634858297155,7.33503583628978,5.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
85.0,58.77314551651613,2.746555880784028,12.802289341306434,22.03951080420965,70.8802102208019,72.25262595365619,87.25015523286773,4.700463191367502,6.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
62.0,65.539397780162,1.9651245325256728,5.210684627425631,32.84723522607135,45.97265795541939,51.33001152315027,166.1593670762652,8.90452585554962,6.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
62.0,79.21399696256503,2.604326202856168,20.613804158936112,22.484565355417633,37.49932663104295,96.679708595604,152.25986699080715,-1.2045317001237752,4.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
62.0,62.91943734898983,1.110562981668299,37.24345801158542,38.967048172297254,39.360139370470705,50.60418727572144,268.54743343794433,21.519498317087468,4.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
35.044354421165465,18.39971040043272,2.065520389554198,5.904189492591163,28.02151127591707,36.50968370288002,85.7697373307883,160.4171358204794,15.833470808710103,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
62.0,47.492300242260534,3.410300606205229,44.87220045649857,6.153396129012328,62.161130173516035,63.079479800403355,46.772157427623455,-5.253638201447788,7.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
85.0,21.47142841095029,3.1162253455849,47.18975870041258,26.87453275967183,53.35164134135862,86.03135032630132,281.2570146793227,16.60261301916026,4.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
75.0,21.86794779138668,3.3833368265812283,29.88406599854634,40.433053782268175,43.8356488045344,61.372029465728886,229.7015932435815,35.01191454749671,2.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
75.0,78.23764802345093,2.7832118665409835,10.32712933232258,10.553717581788453,76.09869924748591,59.3125092229608,66.63692341792364,30.186703772074473,2.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
62.0,79.75044564145941,3.4334638396187636,25.603799331857445,12.674896170841464,19.733751440310023,69.3314433824692,187.4594569554162,29.394453538783672,3.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
85.0,66.89909636313753,2.7694854642977385,39.324141107074205,17.09197469429383,22.593136047374216,75.40468288713939,227.42716140391553,-4.073387952520587,6.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
62.0,68.06928828300951,1.3211779345219874,34.39817877514721,29.472256292394487,62.06441940214671,82.6938659048567,135.72503239178508,-4.9925236650444536,1.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
50.0,40.05179662487088,1.0397449093656566,26.32801687036438,36.047119660452275,21.780356953491157,92.3319815886202,114.7560838987734,30.28535775941765,2.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
85.0,77.6778219726915,2.875962347601015,36.88376940480415,31.18668658595777,18.74774586385513,92.78183120974892,169.2012300844277,16.71941917567966,5.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
62.0,38.36041212940863,1.2969834264391895,38.34376389041496,10.22554197002394,72.50501027428835,86.30071771574521,281.0252124025229,5.501271668564232,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
75.0,6.337534264521747,0.9414062476062164,4.315961671253241,12.547932563551504,44.29225742818147,55.5236463027372,170.92055240618774,26.70894079525074,4.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
100.0,6.978771350415376,2.891860216001961,35.788923541786666,23.11595887064034,23.831531591573373,78.77996734336779,76.9515940823401,27.35537042917752,6.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
62.0,30.549130796547445,3.7469924581485192,31.231512722736436,28.45569021387488,59.65792096193613,75.65430435209912,121.4615969598033,29.50261342460304,7.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
50.0,62.42036136933443,2.500035280187061,29.90830340221348,8.075374255374006,119.0511074773042,50.38374047794385,263.5031195019603,23.667158357363988,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
25.57336024448351,34.793159860012636,3.4129161973536832,11.915550358678772,19.58754470487846,12.13162329310939,76.19400124506882,152.25986699080715,33.37442726826608,1.0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
41.65658284822922,58.45788451376784,1.0203811604697437,25.603799331857445,37.033515850968875,30.098041544985836,76.8615954584726,73.79130119150985,20.692803471033734,7.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
100.0,50.16265770416625,3.6273550063634543,41.56617601285262,14.254269991958276,54.06032117164506,50.36291188518033,246.83536207622268,6.783882177943273,7.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
100.0,76.06503880500838,3.7243685191469313,5.490322577166959,8.832716318205737,15.221759885479162,83.98306136985278,233.27340676216312,10.675410149056148,1.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
